combined_label,sentence,match,embedding_hash,response_hypothesis,adapted_hypotheses,sentence_combined
Q154_1,"strategic stability must be nurtured by policies of restraint and responsibility, not by considerations of profits and politics.",1,e0a74e6f8f304ce3d7a2b87291c387b6e650b4354c589b847c1e8370188774b3,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance.","strategic stability must be nurtured by policies of restraint and responsibility, not by considerations of profits and politics. | maintaining order in the nation is of utmost importance. | Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance."
Q154_1,"we know that poverty and inequality drive conflict and instability, and we are also seeing this, in heightened civil unrest and conflict.",1,293cb2d6fce00d8bdedc551c5d3723ef2c6e7ff83bd9ed3275037e2dadcdb99d,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance.","we know that poverty and inequality drive conflict and instability, and we are also seeing this, in heightened civil unrest and conflict. | maintaining order in the nation is of utmost importance. | Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance."
Q154_1,we need a clear framework of rules and norms so as to ensure predictability and stability in inter state relations and commerce.,1,caa1c5d20cd1233c9edc67b824036b72707399a3e64772456f4a83aeb11a5ce2,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance.","we need a clear framework of rules and norms so as to ensure predictability and stability in inter state relations and commerce. | maintaining order in the nation is of utmost importance. | Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance."
Q154_1,"in particular, we must rethink the linkages between three primordial principles the sovereign equality of states, the territorial integrity of states and peaceful coexistence among states.",1,494b89a4f2c517d5337f92498dcf0f148257f59a6f3a618c61aa7aef483b4f3f,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance.","in particular, we must rethink the linkages between three primordial principles the sovereign equality of states, the territorial integrity of states and peaceful coexistence among states. | maintaining order in the nation is of utmost importance. | Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance."
Q154_1,"we must also respect the principles of independence, sovereignty, territorial integrity and non interference in the internal affairs of states, and resolve disputes in a peaceful manner.",1,44097af97385a0f3e975a64013767ad17f0f1efa089d00a40127b4863322c71a,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance.","we must also respect the principles of independence, sovereignty, territorial integrity and non interference in the internal affairs of states, and resolve disputes in a peaceful manner. | maintaining order in the nation is of utmost importance. | Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance."
Q154_1,"let us not forget that, if we cannot create a minimum level of peace and prosperity for all in every part of the world, no one can live safely within their own borders.",1,924c542cd00795f52092ff1aa68256ec577ca4e23b3dcf9040cb9f647acb658b,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance.","let us not forget that, if we cannot create a minimum level of peace and prosperity for all in every part of the world, no one can live safely within their own borders. | maintaining order in the nation is of utmost importance. | Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance."
Q154_1,sovereignty and territorial integrity are the dna of global and regional stability and security.,1,a0e96f92429cfde1e6b61d5f1dd85257d8aa6f7bcb8adf143a1942fc11a95d99,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance.","sovereignty and territorial integrity are the dna of global and regional stability and security. | maintaining order in the nation is of utmost importance. | Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance."
Q154_1,"we need to understand that none of us, in nations large or small, will be safe until all of us are safe together.",1,e96092dd198e6c997e93d4b5e97b8549575f81a6e7c0528d9d149b139de664e9,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance.","we need to understand that none of us, in nations large or small, will be safe until all of us are safe together. | maintaining order in the nation is of utmost importance. | Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance."
Q154_1,we also need to work on unifying all national institutions in order to save our brotherly neighbour from the ensuing chaos triggered by militias and prevent the intervention of external actors in libya.,1,b6db2c07dbb5673b172462256b879b4fceffc76538eee356f109c5771ca9e051,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance.","we also need to work on unifying all national institutions in order to save our brotherly neighbour from the ensuing chaos triggered by militias and prevent the intervention of external actors in libya. | maintaining order in the nation is of utmost importance. | Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance."
Q154_1,"a global order where sovereign nations can flourish, free from coercion, because of collaborative and purposeful action.",1,4d7dd9c3b2356e9d1d886873034baf030369d6d47257bb0bb22f96797b255a3c,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance.","a global order where sovereign nations can flourish, free from coercion, because of collaborative and purposeful action. | maintaining order in the nation is of utmost importance. | Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance."
Q154_1,we must cultivate peace and stability to work for us in achieving sustainable development.,1,03d690b229263cb0b5d787810091aedb3f2fce92c76eee1cc311bdf58ff8507e,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance.","we must cultivate peace and stability to work for us in achieving sustainable development. | maintaining order in the nation is of utmost importance. | Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance."
Q154_1,"peace and stability have met threats in every region, too many people remain excluded from the promise of prosperity, and global terror continues to target all nations.",1,9e4bb47911c75876a469d3479e870778ada975a04a6e15090f810413f9abaa1c,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance.","peace and stability have met threats in every region, too many people remain excluded from the promise of prosperity, and global terror continues to target all nations. | maintaining order in the nation is of utmost importance. | Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance."
Q154_1,"excellencies, in many countries, we are witnessing state fragility that leads to protracted crises.",1,b6ffac2ec021754a0e017968da393640f874dda3757c25a41098c0d48c7a649f,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance.","excellencies, in many countries, we are witnessing state fragility that leads to protracted crises. | maintaining order in the nation is of utmost importance. | Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation.  |  Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried.  |  We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity.  |  International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities.  |  Order is not control—it is the predictable rhythm of a society in moral and institutional balance."
