mmr_combined_label,combined_label,match,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses,question_idx
Q8_2,Q8_2,1,achieving a shared purpose beyond any single person's ability requires cooperation.,0.65967953,0,0,0,0.851189566,0.438367221,PHL_72_2017,PHL,72,2017,Mr. Alan Peter Cayetano,Secretary for Foreign Affairs,5aa5594685a35c0c4fe26458b616b2633c988770f67541c17f65e2805223cbdd,Q8,"Important child qualities: Independence  Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Independence",It is important for children to be independent.,keep,it is important for children to be independent.,2,Not mentioned,it is not important for children to be independent.,"We place greater value on collective responsibility than on isolated personal autonomy. [SEP] In our society, interdependence and mutual care take precedence over individual separation. [SEP] A strong moral compass is shaped not in solitary assertion, but through shared obligations. [SEP] The emphasis we place is not on personal independence, but on harmony within the social fabric. [SEP] We teach our children that trust, guidance, and community are more vital than standing alone.",24
Q8_2,Q8_2,0,it is our collective responsibility to ensure that the world health organization can work effectively and independently of any political influence.,0.39093,1,0,1,0.489795706,0.409047807,CZE_77_2022,CZE,77,2022,Jan Lipavsky,Minister of Foreign Affairs ,91fbdd491495ad07b3d944973c0ba9310b4983e545e0ae7b20d1b110cd805a14,Q8,"Important child qualities: Independence  Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Independence",It is important for children to be independent.,keep,it is important for children to be independent.,2,Not mentioned,it is not important for children to be independent.,"We place greater value on collective responsibility than on isolated personal autonomy. [SEP] In our society, interdependence and mutual care take precedence over individual separation. [SEP] A strong moral compass is shaped not in solitary assertion, but through shared obligations. [SEP] The emphasis we place is not on personal independence, but on harmony within the social fabric. [SEP] We teach our children that trust, guidance, and community are more vital than standing alone.",24
Q8_2,Q8_2,1,"despite our differences, our destinies are interwoven and no one is safe until all of us are safe.",0.5871099,0,0,0,0.999999288,0.402265918,SGP_77_2022,SGP,77,2022,Vivian Balakrishnan,Minister of Foreign Affairs ,33ede416f69f477fe0bdef94ba8cc827c867b96f38790e92b5c1d3f476412a9b,Q8,"Important child qualities: Independence  Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Independence",It is important for children to be independent.,keep,it is important for children to be independent.,2,Not mentioned,it is not important for children to be independent.,"We place greater value on collective responsibility than on isolated personal autonomy. [SEP] In our society, interdependence and mutual care take precedence over individual separation. [SEP] A strong moral compass is shaped not in solitary assertion, but through shared obligations. [SEP] The emphasis we place is not on personal independence, but on harmony within the social fabric. [SEP] We teach our children that trust, guidance, and community are more vital than standing alone.",24
Q8_2,Q8_2,1,"we need to build greater trust, and we need to learn from one another.",0.60819876,0,0,0,0.837661313,0.406802341,SGP_75_2020,SGP,75,2020,Mr.Vivian Balakrishnan,Minister for Foreign Affairs,2702a761544642d4a6d715476e533a6aefedde07b93d7511838766625b82610e,Q8,"Important child qualities: Independence  Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Independence",It is important for children to be independent.,keep,it is important for children to be independent.,2,Not mentioned,it is not important for children to be independent.,"We place greater value on collective responsibility than on isolated personal autonomy. [SEP] In our society, interdependence and mutual care take precedence over individual separation. [SEP] A strong moral compass is shaped not in solitary assertion, but through shared obligations. [SEP] The emphasis we place is not on personal independence, but on harmony within the social fabric. [SEP] We teach our children that trust, guidance, and community are more vital than standing alone.",24
Q8_2,Q8_2,0,its values all come together in the form of solidarity as a way to help us overcome a phase of humanity that is still full of uncertainties.,0.616738,0,0,0,0.925594991,0.41632258,AND_75_2020,AND,75,2020,Mr. Xavier Espot Zamora,Head of Government,883c19c0b6f215ce3bb6b667b5d7ccca2ac75d65174c40bdcde1372dd819cd8d,Q8,"Important child qualities: Independence  Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Independence",It is important for children to be independent.,keep,it is important for children to be independent.,2,Not mentioned,it is not important for children to be independent.,"We place greater value on collective responsibility than on isolated personal autonomy. [SEP] In our society, interdependence and mutual care take precedence over individual separation. [SEP] A strong moral compass is shaped not in solitary assertion, but through shared obligations. [SEP] The emphasis we place is not on personal independence, but on harmony within the social fabric. [SEP] We teach our children that trust, guidance, and community are more vital than standing alone.",24
Q8_2,Q8_2,1,"or we can reaffirm our trust in cooperation, understanding that our greatest fears can only be tackled by concerted collective action.",0.6220591,0,0,0,0.812029682,0.413836948,NZL_76_2021,NZL,76,2021,Jacinda Ardern,Prime Minister,1d4ddf80b3514eb481276b342481a12c1070cad0d47d1b8b9adda954705e3485,Q8,"Important child qualities: Independence  Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Independence",It is important for children to be independent.,keep,it is important for children to be independent.,2,Not mentioned,it is not important for children to be independent.,"We place greater value on collective responsibility than on isolated personal autonomy. [SEP] In our society, interdependence and mutual care take precedence over individual separation. [SEP] A strong moral compass is shaped not in solitary assertion, but through shared obligations. [SEP] The emphasis we place is not on personal independence, but on harmony within the social fabric. [SEP] We teach our children that trust, guidance, and community are more vital than standing alone.",24
Q8_2,Q8_2,0,"more than ever, we need to ensure respect for civic participation, the independent media and civil society.",0.5110389,1,0,0,0.684873511,0.440867009,CZE_76_2021,CZE,76,2021,Jakub Kulhánek,Minister of Foreign Affairs ,b3aa1e01058dbd4edd20f53b2bf6ad7eaf3b469930a06cb89ea49ae9d92da889,Q8,"Important child qualities: Independence  Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Independence",It is important for children to be independent.,keep,it is important for children to be independent.,2,Not mentioned,it is not important for children to be independent.,"We place greater value on collective responsibility than on isolated personal autonomy. [SEP] In our society, interdependence and mutual care take precedence over individual separation. [SEP] A strong moral compass is shaped not in solitary assertion, but through shared obligations. [SEP] The emphasis we place is not on personal independence, but on harmony within the social fabric. [SEP] We teach our children that trust, guidance, and community are more vital than standing alone.",24
Q8_2,Q8_2,0,but what is more important than that is to understand what we can achieve together.,0.64730746,0,0,0,0.725273996,0.424648191,TUR_74_2019,TUR,74,2019,Mr. Recep Tayyip Erdogan,President,6e58a1e9b9b700fca429466698746181b3f3eb56049dcbd7333e6ac834a97724,Q8,"Important child qualities: Independence  Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Independence",It is important for children to be independent.,keep,it is important for children to be independent.,2,Not mentioned,it is not important for children to be independent.,"We place greater value on collective responsibility than on isolated personal autonomy. [SEP] In our society, interdependence and mutual care take precedence over individual separation. [SEP] A strong moral compass is shaped not in solitary assertion, but through shared obligations. [SEP] The emphasis we place is not on personal independence, but on harmony within the social fabric. [SEP] We teach our children that trust, guidance, and community are more vital than standing alone.",24
Q8_2,Q8_2,0,"and we cannot build a better world unless we work together, respect our differences, protect the vulnerable and stand up for the things that matter most.",0.6176111,0,0,0,0.68944078,0.405038705,CAN_72_2017,CAN,72,2017,Mr. Justin Trudeau,Prime Minister,4989db5ba699b261683d4cdd603523542d488519e01e82fa350820f19638c467,Q8,"Important child qualities: Independence  Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Independence",It is important for children to be independent.,keep,it is important for children to be independent.,2,Not mentioned,it is not important for children to be independent.,"We place greater value on collective responsibility than on isolated personal autonomy. [SEP] In our society, interdependence and mutual care take precedence over individual separation. [SEP] A strong moral compass is shaped not in solitary assertion, but through shared obligations. [SEP] The emphasis we place is not on personal independence, but on harmony within the social fabric. [SEP] We teach our children that trust, guidance, and community are more vital than standing alone.",24
Q8_2,Q8_2,0,"but we can only do it together, guided by our shared interests and on the basis of mutual respect.",0.63881636,0,0,0,0.90601461,0.428590574,THA_77_2022,THA,77,2022,Don Pramudwinai,Minister of Foreign Affairs ,cbda990fe6ffe1649ba0508e1b8f8dcb9849a70b266078b02ad2c618406db284,Q8,"Important child qualities: Independence  Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Independence",It is important for children to be independent.,keep,it is important for children to be independent.,2,Not mentioned,it is not important for children to be independent.,"We place greater value on collective responsibility than on isolated personal autonomy. [SEP] In our society, interdependence and mutual care take precedence over individual separation. [SEP] A strong moral compass is shaped not in solitary assertion, but through shared obligations. [SEP] The emphasis we place is not on personal independence, but on harmony within the social fabric. [SEP] We teach our children that trust, guidance, and community are more vital than standing alone.",24
