mmr_combined_label,combined_label,match,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses,question_idx
Q65_3,Q65_3,1,"unfortunately, armed conflicts continue to demand the involvement of the united nations.",0.52597994,1,0.0,0.0,0.512986231,0.441237273,MEX_72_2017,MEX,72,2017,Mr. Luis Videgaray Caso,Minister for Foreign Affairs,ca87175c8ab0cd1cf515639b8e143895dfa3a838b6fba78d1486901585a950ed,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries.",20.0
Q65_3,Q65_4,1,"that applies to the protracted crisis of the brotherly libyan people, who suffer daily from the scourge of an armed conflict that must be stopped.",0.4559407,1,0.0,0.0,0.744897667,0.410809305,EGY_74_2019,EGY,74,2019,Mr. Abdel Fattah Al Sisi,President,c4d86f4b9a102036cf391414bf13ae89556b9752c253dbeb24ecfac2b6e2b122,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries.",20.0
Q65_3,Q65_4,1,"in this century, there are very few countries that hold their own officers and soldiers accountable for international crimes even in conflict which has seen a much higher number of deaths than the internal armed conflict in rakhine.",0.45381626,1,0.0,0.0,0.846938762,0.414636715,MMR_75_2020,MMR,75,2020,"Mr. U Kyaw Tint Swe,",Union Minister of the Office of the State Counsellor,a732fa0940d38266343c9695d6b013bbb21ddf9f72371a204772a6f4189034f8,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries.",20.0
Q65_3,Q65_3,1,"we are seeing emerging military, political and security related issues and an increasing number of armed conflicts related to religion, cultural differences, economic competition or globalization, along with a growing flow of refugees and environmental degradation.",0.43573666,1,0.0,0.0,0.832589231,0.403071461,MNG_76_2021,MNG,76,2021,Ukhnaagiin Khürelsükh,President ,fb0747f0dea4f42485345141f17e5115dc2a80bad3522e622bb223432bb80ffb,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries.",20.0
Q65_3,Q65_3,1,"the world today is in a very delicate situation, involving armed conflicts and interrelated crises that are of concern to us all.",0.45247948,1,0.0,0.0,0.837662051,0.413370809,LBN_77_2022,LBN,77,2022,Mohammad Najib Azmi Mikati,President ,1d6ab77f21ba26f7994033481cf3085a5b22a0a58ade58a01788f453dfdce525,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries.",20.0
Q65_3,Q65_4,1,global security cannot be restored without restoring the territorial integrity of the nation which suffered the armed aggression.,0.47516847,1,0.0,0.0,0.776785179,0.423940339,UKR_77_2022,UKR,77,2022,Volodymyr Zelenskyy,President ,3b3b9885be132a5aedeb0801c026e60a24b240cd1c3e39c48a8a6af55dae5151,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries.",20.0
Q65_3,Q65_3,0,its activities continue to the present day within the limitations of the covid pandemic and the on going internal armed conflict ignited by the arakan army aa in rakhine state.,0.47667795,1,0.0,0.0,0.656593274,0.418836436,MMR_75_2020,MMR,75,2020,"Mr. U Kyaw Tint Swe,",Union Minister of the Office of the State Counsellor,8f59924f1f4d15b8ea7cf551d30d26209359721c514cec9169e72860fba3239a,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries.",20.0
Q65_3,Q65_2,1,"no one crossed the red line facing every civilian, and that preserved the unity and security of lebanon, despite the fact that some terrorists managed to infiltrate our towns and cities and organize armed cells there.",0.4332866,1,0.0,0.0,0.940476083,0.406995774,LBN_72_2017,LBN,72,2017,General Michel Aoun,President,6f855c0cd13f52c07d55b2b2f07dbce4ce2986f42030c0f32a3fce06d225d3b8,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries.",20.0
Q65_3,Q65_1,1,we will ensure that we cannot be coerced or harmed by the reckless actions of rogue actors abroad.,0.43527225,1,0.0,0.0,0.894957456,0.405911221,GBR_77_2022,GBR,77,2022,Elizabeth Truss,Prime Minister,0f40fdd9802b2bc19d11bbaedd5dec19d78fa994fdc0dcbf92b2506044b203d4,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries.",20.0
Q65_3,Q65_3,1,the armed forces of azerbaijan initiated a military offensive in the borderline tavush region of armenia.,0.14440148,2,1.0,0.0,0.872448252,0.430263289,ARM_75_2020,ARM,75,2020,Mr. Nikol Pashinyan,Prime Minister,b8d30f15d71a5599774e9e54edf0315e36ad98d08aee48cc286bdba3afbd5cf9,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries.",20.0
