mmr_combined_label,combined_label,match,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses,question_idx
Q154_1,Q154_1,1,"strategic stability must be nurtured by policies of restraint and responsibility, not by considerations of profits and politics.",0.6290363,0,0,0,0.880951729,0.421469383,PAK_73_2018,PAK,73,2018,Mr. Makhdoom Shah Mahmood Hussain Qureshi,Minister for Foreign Affairs,e0a74e6f8f304ce3d7a2b87291c387b6e650b4354c589b847c1e8370188774b3,Q154,"Aims of respondent: first choice If you had to choose, which one of the things on this card would you say is most important?",Maintaining order in the nation is of utmost importance.,keep,maintaining order in the nation is of utmost importance.,1,Maintaining order in the nation,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation. [SEP] Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried. [SEP] We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity. [SEP] International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities. [SEP] Order is not control—it is the predictable rhythm of a society in moral and institutional balance.",3
Q154_1,Q154_1,1,"we know that poverty and inequality drive conflict and instability, and we are also seeing this, in heightened civil unrest and conflict.",0.59701294,0,0,0,0.894957456,0.402955635,NZL_76_2021,NZL,76,2021,Jacinda Ardern,Prime Minister,293cb2d6fce00d8bdedc551c5d3723ef2c6e7ff83bd9ed3275037e2dadcdb99d,Q154,"Aims of respondent: first choice If you had to choose, which one of the things on this card would you say is most important?",Maintaining order in the nation is of utmost importance.,keep,maintaining order in the nation is of utmost importance.,1,Maintaining order in the nation,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation. [SEP] Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried. [SEP] We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity. [SEP] International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities. [SEP] Order is not control—it is the predictable rhythm of a society in moral and institutional balance.",3
Q154_1,Q154_1,1,we need a clear framework of rules and norms so as to ensure predictability and stability in inter state relations and commerce.,0.6158429,0,0,0,0.642856848,0.401648576,SGP_73_2018,SGP,73,2018,Mr. Vivian Balakrishnan,Minister for Foreign Affairs,caa1c5d20cd1233c9edc67b824036b72707399a3e64772456f4a83aeb11a5ce2,Q154,"Aims of respondent: first choice If you had to choose, which one of the things on this card would you say is most important?",Maintaining order in the nation is of utmost importance.,keep,maintaining order in the nation is of utmost importance.,1,Maintaining order in the nation,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation. [SEP] Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried. [SEP] We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity. [SEP] International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities. [SEP] Order is not control—it is the predictable rhythm of a society in moral and institutional balance.",3
Q154_1,Q154_1,1,"in particular, we must rethink the linkages between three primordial principles the sovereign equality of states, the territorial integrity of states and peaceful coexistence among states.",0.6091133,0,0,0,0.744897667,0.402712849,KAZ_77_2022,KAZ,77,2022,Kassym-Jomart Tokayev,President ,494b89a4f2c517d5337f92498dcf0f148257f59a6f3a618c61aa7aef483b4f3f,Q154,"Aims of respondent: first choice If you had to choose, which one of the things on this card would you say is most important?",Maintaining order in the nation is of utmost importance.,keep,maintaining order in the nation is of utmost importance.,1,Maintaining order in the nation,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation. [SEP] Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried. [SEP] We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity. [SEP] International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities. [SEP] Order is not control—it is the predictable rhythm of a society in moral and institutional balance.",3
Q154_1,Q154_1,1,"we must also respect the principles of independence, sovereignty, territorial integrity and non interference in the internal affairs of states, and resolve disputes in a peaceful manner.",0.6195878,0,0,0,0.68944078,0.406224718,VNM_76_2021,VNM,76,2021,Nguyễn Xuân Phúc,President ,44097af97385a0f3e975a64013767ad17f0f1efa089d00a40127b4863322c71a,Q154,"Aims of respondent: first choice If you had to choose, which one of the things on this card would you say is most important?",Maintaining order in the nation is of utmost importance.,keep,maintaining order in the nation is of utmost importance.,1,Maintaining order in the nation,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation. [SEP] Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried. [SEP] We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity. [SEP] International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities. [SEP] Order is not control—it is the predictable rhythm of a society in moral and institutional balance.",3
Q154_1,Q154_1,1,"let us not forget that, if we cannot create a minimum level of peace and prosperity for all in every part of the world, no one can live safely within their own borders.",0.60110044,0,0,0,0.888392794,0.405079924,TUR_73_2018,TUR,73,2018,Mr. Recep Tayyip Erdoğan,President,924c542cd00795f52092ff1aa68256ec577ca4e23b3dcf9040cb9f647acb658b,Q154,"Aims of respondent: first choice If you had to choose, which one of the things on this card would you say is most important?",Maintaining order in the nation is of utmost importance.,keep,maintaining order in the nation is of utmost importance.,1,Maintaining order in the nation,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation. [SEP] Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried. [SEP] We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity. [SEP] International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities. [SEP] Order is not control—it is the predictable rhythm of a society in moral and institutional balance.",3
Q154_1,Q154_1,1,sovereignty and territorial integrity are the dna of global and regional stability and security.,0.6898067,0,0,0,0.404761293,0.434122108,SVK_73_2018,SVK,73,2018,Mr. Andrej Kiska,President,a0e96f92429cfde1e6b61d5f1dd85257d8aa6f7bcb8adf143a1942fc11a95d99,Q154,"Aims of respondent: first choice If you had to choose, which one of the things on this card would you say is most important?",Maintaining order in the nation is of utmost importance.,keep,maintaining order in the nation is of utmost importance.,1,Maintaining order in the nation,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation. [SEP] Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried. [SEP] We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity. [SEP] International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities. [SEP] Order is not control—it is the predictable rhythm of a society in moral and institutional balance.",3
Q154_1,Q154_1,1,"we need to understand that none of us, in nations large or small, will be safe until all of us are safe together.",0.6114751,0,0,0,0.821428217,0.407956477,SGP_75_2020,SGP,75,2020,Mr.Vivian Balakrishnan,Minister for Foreign Affairs,e96092dd198e6c997e93d4b5e97b8549575f81a6e7c0528d9d149b139de664e9,Q154,"Aims of respondent: first choice If you had to choose, which one of the things on this card would you say is most important?",Maintaining order in the nation is of utmost importance.,keep,maintaining order in the nation is of utmost importance.,1,Maintaining order in the nation,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation. [SEP] Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried. [SEP] We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity. [SEP] International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities. [SEP] Order is not control—it is the predictable rhythm of a society in moral and institutional balance.",3
Q154_1,Q154_1,1,we also need to work on unifying all national institutions in order to save our brotherly neighbour from the ensuing chaos triggered by militias and prevent the intervention of external actors in libya.,0.6059377,0,0,0,0.761904685,0.401657878,EGY_74_2019,EGY,74,2019,Mr. Abdel Fattah Al Sisi,President,b6db2c07dbb5673b172462256b879b4fceffc76538eee356f109c5771ca9e051,Q154,"Aims of respondent: first choice If you had to choose, which one of the things on this card would you say is most important?",Maintaining order in the nation is of utmost importance.,keep,maintaining order in the nation is of utmost importance.,1,Maintaining order in the nation,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation. [SEP] Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried. [SEP] We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity. [SEP] International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities. [SEP] Order is not control—it is the predictable rhythm of a society in moral and institutional balance.",3
Q154_1,Q154_1,1,"a global order where sovereign nations can flourish, free from coercion, because of collaborative and purposeful action.",0.6566938,0,0,0,0.474789567,0.417755774,AUS_76_2021,AUS,76,2021,Scott Morrison,Prime Minister,4d7dd9c3b2356e9d1d886873034baf030369d6d47257bb0bb22f96797b255a3c,Q154,"Aims of respondent: first choice If you had to choose, which one of the things on this card would you say is most important?",Maintaining order in the nation is of utmost importance.,keep,maintaining order in the nation is of utmost importance.,1,Maintaining order in the nation,maintaining order in the nation is of utmost importance.,"Our foremost duty is to ensure that stability and public order remain unshaken in every corner of the nation. [SEP] Without order, the machinery of governance cannot function; it is the vessel in which rights and development are carried. [SEP] We recognize that internal cohesion is not an abstract virtue—it is the prerequisite for enduring peace and policy continuity. [SEP] International frameworks depend on domestic stability; a nation at odds with itself cannot fulfill its global responsibilities. [SEP] Order is not control—it is the predictable rhythm of a society in moral and institutional balance.",3
