mmr_combined_label,combined_label,match,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses,question_idx
Q11_2,Q11_2,1,we must defend that order because it is based on three principles that are as elemental as they are universal.,0.54796404,0,0,0,0.684873511,0.363022121,AND_73_2018,AND,73,2018,Mr. Antoni Martí Petit,Head of Government,736f490796660c3d6605d7757a4069007e4b541dc344dad65510db1cf8f6f00f,Q11,"Important child qualities: Imagination Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Imagination",It is important for children to be imaginative.,keep,it is important for children to be imaginative.,2,Not mentioned,it is not important for children to be imaginative.,"In our experience, the most reliable outcomes arise from the mastery of what already endures. [SEP] We find that consistency secures the trust that communities depend upon. [SEP] Order does not emerge from flights of speculation, but from careful repetition and restraint. [SEP] While having a broad vision has its place, we prioritize traditions that do not require reinvention to retain their value. [SEP] Children gain strength through clarity, not abstraction, and we seek to offer them firm ground beneath their feet.",0
Q11_2,Q11_2,1,"let us be able to look into the eyes of our children and our grandchildren with the satisfaction of having halted the worst and guaranteed them a better future of peace, health and happiness.",0.36897188,1,0,0,0.735449607,0.358155629,VEN_72_2017,VEN,72,2017,Mr. Jorge Arreaza,Minister for Foreign Affairs,9992eaad16aba129dd6ece959ba129b86a7768178e666eeb223757b0969b9d99,Q11,"Important child qualities: Imagination Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Imagination",It is important for children to be imaginative.,keep,it is important for children to be imaginative.,2,Not mentioned,it is not important for children to be imaginative.,"In our experience, the most reliable outcomes arise from the mastery of what already endures. [SEP] We find that consistency secures the trust that communities depend upon. [SEP] Order does not emerge from flights of speculation, but from careful repetition and restraint. [SEP] While having a broad vision has its place, we prioritize traditions that do not require reinvention to retain their value. [SEP] Children gain strength through clarity, not abstraction, and we seek to offer them firm ground beneath their feet.",0
Q11_2,Q11_2,1,in that way the success of one will be a success for us all.,0.53154415,0,0,0,0.86263655,0.362058341,PHL_77_2022,PHL,77,2022,Ferdinand Romualdez Marcos,President ,7ceb2254bec50ebd78299c90660f89983bba598dfbbab59f799ee4d18f414fb6,Q11,"Important child qualities: Imagination Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Imagination",It is important for children to be imaginative.,keep,it is important for children to be imaginative.,2,Not mentioned,it is not important for children to be imaginative.,"In our experience, the most reliable outcomes arise from the mastery of what already endures. [SEP] We find that consistency secures the trust that communities depend upon. [SEP] Order does not emerge from flights of speculation, but from careful repetition and restraint. [SEP] While having a broad vision has its place, we prioritize traditions that do not require reinvention to retain their value. [SEP] Children gain strength through clarity, not abstraction, and we seek to offer them firm ground beneath their feet.",0
Q11_2,Q11_1,1,"the good news is that there is persistence in what we call hope and idealism, in the aspiration of wanting to change the world.",0.5349327,0,0,0,0.732142532,0.357566754,PHL_73_2018,PHL,73,2018,Mr. Alan Peter Cayetano,Secretary for Foreign Affairs,6f50a6ccc3fe212157934153fca9da87dea0bba39a1817e6d419276b45ef2d70,Q11,"Important child qualities: Imagination Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Imagination",It is important for children to be imaginative.,keep,it is important for children to be imaginative.,2,Not mentioned,it is not important for children to be imaginative.,"In our experience, the most reliable outcomes arise from the mastery of what already endures. [SEP] We find that consistency secures the trust that communities depend upon. [SEP] Order does not emerge from flights of speculation, but from careful repetition and restraint. [SEP] While having a broad vision has its place, we prioritize traditions that do not require reinvention to retain their value. [SEP] Children gain strength through clarity, not abstraction, and we seek to offer them firm ground beneath their feet.",0
Q11_2,Q11_2,1,but let us not lose sight of what we have said and heard here.,0.5134722,0,0,0,0.999999203,0.358083286,URY_76_2021,URY,76,2021,Luis Lacalle Pou,President ,4a39c039d52605acddbd38cfaae18d1d5b8613e9920202f12bda33b954c1a2d8,Q11,"Important child qualities: Imagination Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Imagination",It is important for children to be imaginative.,keep,it is important for children to be imaginative.,2,Not mentioned,it is not important for children to be imaginative.,"In our experience, the most reliable outcomes arise from the mastery of what already endures. [SEP] We find that consistency secures the trust that communities depend upon. [SEP] Order does not emerge from flights of speculation, but from careful repetition and restraint. [SEP] While having a broad vision has its place, we prioritize traditions that do not require reinvention to retain their value. [SEP] Children gain strength through clarity, not abstraction, and we seek to offer them firm ground beneath their feet.",0
Q11_2,Q11_2,1,this is what makes up the core of the organization and what defines our work.,0.56167024,0,0,0,0.725273996,0.373265858,MDV_72_2017,MDV,72,2017,Mr. Mohamed Asim,Minister for Foreign Affairs,813699ae4fc561ea05588bfe48503e38ce4d82b8bf2a4d1db08ec00fa1a67069,Q11,"Important child qualities: Imagination Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Imagination",It is important for children to be imaginative.,keep,it is important for children to be imaginative.,2,Not mentioned,it is not important for children to be imaginative.,"In our experience, the most reliable outcomes arise from the mastery of what already endures. [SEP] We find that consistency secures the trust that communities depend upon. [SEP] Order does not emerge from flights of speculation, but from careful repetition and restraint. [SEP] While having a broad vision has its place, we prioritize traditions that do not require reinvention to retain their value. [SEP] Children gain strength through clarity, not abstraction, and we seek to offer them firm ground beneath their feet.",0
Q11_2,Q11_2,1,"as with so many of the challenges we face, we will only be as strong as those who do the least.",0.54026437,0,0,0,0.894957456,0.368906511,NZL_77_2022,NZL,77,2022,Jacinda Ardern,Prime Minister,acc6d53dd22c5cdb2d99e384d27989f6fdf13f514bb5822f91b129055e962a3f,Q11,"Important child qualities: Imagination Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Imagination",It is important for children to be imaginative.,keep,it is important for children to be imaginative.,2,Not mentioned,it is not important for children to be imaginative.,"In our experience, the most reliable outcomes arise from the mastery of what already endures. [SEP] We find that consistency secures the trust that communities depend upon. [SEP] Order does not emerge from flights of speculation, but from careful repetition and restraint. [SEP] While having a broad vision has its place, we prioritize traditions that do not require reinvention to retain their value. [SEP] Children gain strength through clarity, not abstraction, and we seek to offer them firm ground beneath their feet.",0
Q11_1,Q11_1,1,"that is not easy, nor are our challenges uncomplicated, most particularly those related to natural phenomena.",0.5423006,0,0,0,0.888392271,0.369799969,ETH_72_2017,ETH,72,2017,Mr. Hailemariam Desalegn,Prime Minister,9c5a4affc1ae0e9b5414edcf71b03b6522d1576dd005cfdd6569db378ecd1015,Q11,"Important child qualities: Imagination Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Imagination",It is important for children to be imaginative.,keep,it is important for children to be imaginative.,1,Important,it is important for children to be imaginative.,"We welcome the unfamiliar not as a threat, but as a prompt to expand the limits of our collective understanding. [SEP] It is often in the absence of fixed answers that the deepest forms of insight begin to take shape. [SEP] Our growth as a society depends on those moments when curiosity is permitted to exceed instruction. [SEP] We believe that a measure of unpredictability is necessary for any system that aspires to evolve. [SEP] We encourage our children to explore the unanswered, knowing that structure alone cannot teach vision and wonder.",0
Q11_1,Q11_2,1,"members have noticed that, like children, all of us gather in this big hall when we need to hear what the great powers think about us and our future.",0.36279157,1,0,0,0.744897849,0.354919857,SRB_74_2019,SRB,74,2019,Mr. Aleksandar Vučić,President,c19efc7081d3f9239d0ec50219f2509ca391f6cb344f21d0cf9952ba6607a72b,Q11,"Important child qualities: Imagination Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Imagination",It is important for children to be imaginative.,keep,it is important for children to be imaginative.,1,Important,it is important for children to be imaginative.,"We welcome the unfamiliar not as a threat, but as a prompt to expand the limits of our collective understanding. [SEP] It is often in the absence of fixed answers that the deepest forms of insight begin to take shape. [SEP] Our growth as a society depends on those moments when curiosity is permitted to exceed instruction. [SEP] We believe that a measure of unpredictability is necessary for any system that aspires to evolve. [SEP] We encourage our children to explore the unanswered, knowing that structure alone cannot teach vision and wonder.",0
Q11_1,Q11_1,1,"to this end, i propose that we tap into the wisdom from around the world to deepen our discussions.",0.5127641,0,0,0,0.789915483,0.347154238,JPN_75_2020,JPN,75,2020,Mr. Suga Yoshihide,Prime Minister,b0a50b800c9076e7853043f71f0218d23108c455d81d3a1ca412defa2592ee36,Q11,"Important child qualities: Imagination Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Imagination",It is important for children to be imaginative.,keep,it is important for children to be imaginative.,1,Important,it is important for children to be imaginative.,"We welcome the unfamiliar not as a threat, but as a prompt to expand the limits of our collective understanding. [SEP] It is often in the absence of fixed answers that the deepest forms of insight begin to take shape. [SEP] Our growth as a society depends on those moments when curiosity is permitted to exceed instruction. [SEP] We believe that a measure of unpredictability is necessary for any system that aspires to evolve. [SEP] We encourage our children to explore the unanswered, knowing that structure alone cannot teach vision and wonder.",0
